_id,timestamp,uiVersion,user ID,userID,event,parameter,__v
64edc6d3422709a28eaef6d6,2023-08-29T10:22:11.843Z,1,1014,1014,propose_new_plan_btn,@education#Bachelors#Prof-school@occupation#Prof-specialty#Exec-managerial@workclass#Self-emp-not-inc#Federal-gov@acc_now_delinq#0#2@application_type#Individual#Joint App@hardship_flag#N#Y@home_ownership#RENT#OWN@overalSatisfication4,0
64edc70d422709a28eaef6d8,2023-08-29T10:23:09.123Z,1,1014,1014,keep_plan_button,@education#Bachelors#Prof-school@occupation#Prof-specialty#Exec-managerial@workclass#Self-emp-not-inc#Federal-gov@acc_now_delinq#0#2@application_type#Individual#Joint App@hardship_flag#N#Y@home_ownership#RENT#OWN,0
64edc747422709a28eaef6da,2023-08-29T10:24:07.090Z,1,1014,1014,smily_interaction#4,@education#Bachelors#Prof-school@occupation#Prof-specialty#Exec-managerial@workclass#Self-emp-not-inc#Federal-gov@acc_now_delinq#0#2@application_type#Individual#Joint App@hardship_flag#N#Y@home_ownership#RENT#OWN,0
64edc755422709a28eaef6dc,2023-08-29T10:24:21.822Z,1,1014,1014,change_acceptable_values,education#Masters,0
64edc758422709a28eaef6de,2023-08-29T10:24:24.789Z,1,1014,1014,level_of_difficulty,education#2,0
64edc771422709a28eaef6e0,2023-08-29T10:24:49.239Z,1,1014,1014,change_acceptable_values,occupation#Machine-op-inspct,0
64edc773422709a28eaef6e2,2023-08-29T10:24:51.705Z,1,1014,1014,level_of_difficulty,occupation#4,0
64edc77e422709a28eaef6e4,2023-08-29T10:25:02.106Z,1,1014,1014,propose_new_plan_btn,@education#Bachelors#Prof-school@occupation#Prof-specialty#Exec-managerial@workclass#Self-emp-not-inc#Federal-gov@acc_now_delinq#0#2@application_type#Individual#Joint App@hardship_flag#N#Y@home_ownership#RENT#OWN@overalSatisfication4,0
64edc81b422709a28eaef6e6,2023-08-29T10:27:39.455Z,1,1014,1014,smily_interaction#4,@capital_gain#0#2965.231155778895@education#Bachelors#Masters@hours_per_week#50#61@workclass#Self-emp-not-inc#Federal-gov@acc_now_delinq#0#2@application_type#Individual#Joint App@hardship_flag#N#Y,0
64edc81f422709a28eaef6e8,2023-08-29T10:27:43.405Z,1,1014,1014,keep_plan_button,@capital_gain#0#2965.231155778895@education#Bachelors#Masters@hours_per_week#50#61@workclass#Self-emp-not-inc#Federal-gov@acc_now_delinq#0#2@application_type#Individual#Joint App@hardship_flag#N#Y,0
64edca3e422709a28eaef6ea,2023-08-29T10:36:46.024Z,2,1014,1014,session_started,"""clicked#1014""",0
64edca48422709a28eaef6ec,2023-08-29T10:36:55.942Z,2,1014,1014,request_plans_button,clicked,0
64edcb37422709a28eaef6ee,2023-08-29T10:40:54.626Z,2,1014,1014,smily_interaction,#education#Assoc-voc#Prof-school#occupation#Prof-specialty#Exec-managerial#workclass#Private#Federal-gov#hardship_flag#N#Y#home_ownership#RENT#OWN#smily_value#5,0
64edcb39422709a28eaef6f0,2023-08-29T10:40:57.807Z,2,1014,1014,keep_plan_button,#CLICKED##education#Assoc-voc#Prof-school#occupation#Prof-specialty#Exec-managerial#workclass#Private#Federal-gov#hardship_flag#N#Y#home_ownership#RENT#OWN,0
64edcb42422709a28eaef6f2,2023-08-29T10:41:06.175Z,2,1014,1014,smily_interaction,#education#Assoc-voc#Prof-school#occupation#Prof-specialty#Exec-managerial#workclass#Private#Federal-gov#hardship_flag#N#Y#smily_value#4,0
64edcb45422709a28eaef6f4,2023-08-29T10:41:08.743Z,2,1014,1014,modify_plan_button,#CLICKED#education#Assoc-voc#Prof-school#occupation#Prof-specialty#Exec-managerial#workclass#Private#Federal-gov#hardship_flag#N#Y,0
64edcb8a422709a28eaef6f6,2023-08-29T10:42:18.640Z,2,1014,1014,modify_value_categorical,Workclass#Prefrences_acceptable_values:Private,0
64edcb90422709a28eaef6f8,2023-08-29T10:42:24.240Z,2,1014,1014,modify_value_categorical,Hardship flag#Prefrences_acceptable_values:Y,0
64edcbad422709a28eaef6fa,2023-08-29T10:42:52.993Z,2,1014,1014,interface_2,resubmit_loan_plan,0
64edcbd5422709a28eaef6fc,2023-08-29T10:43:33.489Z,2,1014,1014,smily_interaction,#capital_gain#0#2965.231155778895#education#Assoc-voc#Prof-school#occupation#Prof-specialty#Exec-managerial#workclass#Private#Federal-gov#hardship_flag#N#Y#smily_value#4,0
64edcbd7422709a28eaef6fe,2023-08-29T10:43:35.406Z,2,1014,1014,keep_plan_button,#CLICKED##capital_gain#0#2965.231155778895#education#Assoc-voc#Prof-school#occupation#Prof-specialty#Exec-managerial#workclass#Private#Federal-gov#hardship_flag#N#Y,0
64edf4bd422709a28eaef700,2023-08-29T13:38:05.093Z,1,1015,1015,session_started,"""clicked#1015""",0
64edf4f5422709a28eaef702,2023-08-29T13:39:01.194Z,1,1015,1015,request_plans_button,clicked,0
64edf552422709a28eaef704,2023-08-29T13:40:34.231Z,1,1015,1015,smily_interaction#4,@education#Assoc-voc#Prof-school@occupation#Prof-specialty#Exec-managerial@workclass#Private#Federal-gov@hardship_flag#N#Y,0
64edf5d1422709a28eaef706,2023-08-29T13:42:41.102Z,1,1015,1015,level_of_difficulty,education#4,0
64edf5d3422709a28eaef708,2023-08-29T13:42:42.986Z,1,1015,1015,level_of_difficulty,education#5,0
64edf5dc422709a28eaef70a,2023-08-29T13:42:51.528Z,1,1015,1015,change_acceptable_values,education#Bachelors,0
64edf600422709a28eaef70c,2023-08-29T13:43:28.458Z,1,1015,1015,level_of_difficulty,education#4,0
64edf603422709a28eaef70e,2023-08-29T13:43:30.697Z,1,1015,1015,level_of_difficulty,education#5,0
64edf631422709a28eaef710,2023-08-29T13:44:16.708Z,1,1015,1015,level_of_difficulty,occupation#2,0
64edf632422709a28eaef712,2023-08-29T13:44:17.562Z,1,1015,1015,level_of_difficulty,occupation#1,0
64edf636422709a28eaef714,2023-08-29T13:44:21.728Z,1,1015,1015,change_acceptable_values,occupation#Armed-Forces,0
64edf63f422709a28eaef716,2023-08-29T13:44:30.624Z,1,1015,1015,change_acceptable_values,"occupation#Armed-Forces,Prof-specialty",0
64edf65e422709a28eaef718,2023-08-29T13:45:02.167Z,1,1015,1015,smily_interaction#2,@education#Assoc-voc#Prof-school@occupation#Prof-specialty#Exec-managerial@workclass#Private#Federal-gov@hardship_flag#N#Y,0
64edf65f422709a28eaef71a,2023-08-29T13:45:03.067Z,1,1015,1015,smily_interaction#3,@education#Assoc-voc#Prof-school@occupation#Prof-specialty#Exec-managerial@workclass#Private#Federal-gov@hardship_flag#N#Y,0
64edf660422709a28eaef71c,2023-08-29T13:45:03.830Z,1,1015,1015,smily_interaction#4,@education#Assoc-voc#Prof-school@occupation#Prof-specialty#Exec-managerial@workclass#Private#Federal-gov@hardship_flag#N#Y,0
64edf685422709a28eaef71e,2023-08-29T13:45:40.593Z,1,1015,1015,propose_new_plan_btn,@education#Assoc-voc#Prof-school@occupation#Prof-specialty#Exec-managerial@workclass#Private#Federal-gov@hardship_flag#N#Y@overalSatisfication4,0
64edf6f4422709a28eaef720,2023-08-29T13:47:32.137Z,1,1015,1015,smily_interaction#4,@capital_gain#0#2965.231155778895@education#Assoc-voc#Bachelors@hours_per_week#40#51@workclass#Private#Federal-gov@hardship_flag#N#Y,0
64edf714422709a28eaef722,2023-08-29T13:48:03.593Z,1,1015,1015,propose_new_plan_btn,@capital_gain#0#2965.231155778895@education#Assoc-voc#Bachelors@hours_per_week#40#51@workclass#Private#Federal-gov@hardship_flag#N#Y@overalSatisfication4,0
64edf791422709a28eaef724,2023-08-29T13:50:08.639Z,1,1015,1015,smily_interaction#4,@capital_gain#0#2965.231155778895@education#Assoc-voc#Bachelors@hours_per_week#40#51@workclass#Private#Federal-gov@hardship_flag#N#Y,0
64edf793422709a28eaef726,2023-08-29T13:50:10.638Z,1,1015,1015,keep_plan_button,@capital_gain#0#2965.231155778895@education#Assoc-voc#Bachelors@hours_per_week#40#51@workclass#Private#Federal-gov@hardship_flag#N#Y,0
64edf7a8422709a28eaef728,2023-08-29T13:50:31.990Z,1,1015,1015,smily_interaction#4,@education#Assoc-voc#Prof-school@occupation#Prof-specialty#Exec-managerial@workclass#Private#Federal-gov@hardship_flag#N#Y,0
64edf7b7422709a28eaef72a,2023-08-29T13:50:46.607Z,1,1015,1015,keep_plan_button,@education#Assoc-voc#Prof-school@occupation#Prof-specialty#Exec-managerial@workclass#Private#Federal-gov@hardship_flag#N#Y,0
64edf7ef422709a28eaef72c,2023-08-29T13:51:43.271Z,1,1015,1015,Quit_recourse_page_btn,clicked,0
64edf819422709a28eaef72e,2023-08-29T13:52:24.633Z,1,1015,1015,smily_interaction#3,@education#Assoc-voc#Prof-school@occupation#Prof-specialty#Exec-managerial@workclass#Private#Federal-gov@hardship_flag#N#Y,0
64edf86c422709a28eaef730,2023-08-29T13:53:48.359Z,1,1015,1015,smily_interaction#4,@education#Assoc-voc#Prof-school@occupation#Prof-specialty#Exec-managerial@workclass#Private#Federal-gov@hardship_flag#N#Y,0
64edf86e422709a28eaef732,2023-08-29T13:53:49.562Z,1,1015,1015,smily_interaction#5,@education#Assoc-voc#Prof-school@occupation#Prof-specialty#Exec-managerial@workclass#Private#Federal-gov@hardship_flag#N#Y,0
64edf86e422709a28eaef734,2023-08-29T13:53:50.400Z,1,1015,1015,smily_interaction#2,@education#Assoc-voc#Prof-school@occupation#Prof-specialty#Exec-managerial@workclass#Private#Federal-gov@hardship_flag#N#Y,0
64edf86f422709a28eaef736,2023-08-29T13:53:51.013Z,1,1015,1015,smily_interaction#1,@education#Assoc-voc#Prof-school@occupation#Prof-specialty#Exec-managerial@workclass#Private#Federal-gov@hardship_flag#N#Y,0
64edf870422709a28eaef738,2023-08-29T13:53:52.430Z,1,1015,1015,smily_interaction#3,@education#Assoc-voc#Prof-school@occupation#Prof-specialty#Exec-managerial@workclass#Private#Federal-gov@hardship_flag#N#Y,0
64edf871422709a28eaef73a,2023-08-29T13:53:53.156Z,1,1015,1015,smily_interaction#4,@education#Assoc-voc#Prof-school@occupation#Prof-specialty#Exec-managerial@workclass#Private#Federal-gov@hardship_flag#N#Y,0
64edf8c8422709a28eaef73c,2023-08-29T13:55:19.989Z,1,1015,1015,level_of_difficulty,education#2,0
64edf8c8422709a28eaef73e,2023-08-29T13:55:20.009Z,1,1015,1015,level_of_difficulty,education#1,0
64edf8c8422709a28eaef740,2023-08-29T13:55:20.023Z,1,1015,1015,level_of_difficulty,education#1,0
64edf8d3422709a28eaef742,2023-08-29T13:55:31.209Z,1,1015,1015,level_of_difficulty,occupation#2,0
64edf8d3422709a28eaef744,2023-08-29T13:55:31.293Z,1,1015,1015,level_of_difficulty,occupation#1,0
64edf8d5422709a28eaef746,2023-08-29T13:55:32.705Z,1,1015,1015,level_of_difficulty,workclass#2,0
64edf8d5422709a28eaef748,2023-08-29T13:55:32.727Z,1,1015,1015,level_of_difficulty,workclass#1,0
64edf8d7422709a28eaef74a,2023-08-29T13:55:34.699Z,1,1015,1015,level_of_difficulty,hardship_flag#2,0
64edf8d7422709a28eaef74c,2023-08-29T13:55:34.722Z,1,1015,1015,level_of_difficulty,hardship_flag#1,0
64edf8d8422709a28eaef74e,2023-08-29T13:55:36.398Z,1,1015,1015,keep_plan_button,@education#Assoc-voc#Prof-school@occupation#Prof-specialty#Exec-managerial@workclass#Private#Federal-gov@hardship_flag#N#Y,0
64edf8df422709a28eaef750,2023-08-29T13:55:43.439Z,1,1015,1015,smily_interaction#2,@education#Assoc-voc#Prof-school@occupation#Prof-specialty#Exec-managerial@workclass#Private#Federal-gov@hardship_flag#N#Y,0
64edf924422709a28eaef752,2023-08-29T13:56:52.087Z,1,1015,1015,level_of_difficulty,occupation#2,0
64edf925422709a28eaef754,2023-08-29T13:56:53.200Z,1,1015,1015,level_of_difficulty,occupation#1,0
64edf926422709a28eaef756,2023-08-29T13:56:53.617Z,1,1015,1015,level_of_difficulty,occupation#2,0
64edf926422709a28eaef758,2023-08-29T13:56:53.683Z,1,1015,1015,level_of_difficulty,occupation#3,0
64edf927422709a28eaef75a,2023-08-29T13:56:54.597Z,1,1015,1015,level_of_difficulty,occupation#4,0
64edf927422709a28eaef75c,2023-08-29T13:56:54.914Z,1,1015,1015,level_of_difficulty,occupation#5,0
64edf928422709a28eaef75e,2023-08-29T13:56:56.043Z,1,1015,1015,level_of_difficulty,occupation#4,0
64edf928422709a28eaef760,2023-08-29T13:56:56.242Z,1,1015,1015,level_of_difficulty,occupation#3,0
64edfda2422709a28eaef762,2023-08-29T14:16:01.576Z,2,1015,1015,session_started,"""clicked#1015""",0
64edfda7422709a28eaef764,2023-08-29T14:16:07.029Z,2,1015,1015,session_started,"""clicked#1015""",0
64edfe95422709a28eaef766,2023-08-29T14:20:05.417Z,2,1015,1015,request_plans_button,clicked,0
64edfec0422709a28eaef768,2023-08-29T14:20:47.629Z,2,1015,1015,smily_interaction,#education#Bachelors#Prof-school#occupation#Prof-specialty#Exec-managerial#workclass#Self-emp-not-inc#Federal-gov#acc_now_delinq#0#2#application_type#Individual#Joint App#hardship_flag#N#Y#verification_status#Source Verified#Verified#smily_value#3,0
64edfec7422709a28eaef76a,2023-08-29T14:20:54.796Z,2,1015,1015,modify_plan_button,#CLICKED#education#Bachelors#Prof-school#occupation#Prof-specialty#Exec-managerial#workclass#Self-emp-not-inc#Federal-gov#acc_now_delinq#0#2#application_type#Individual#Joint App#hardship_flag#N#Y#verification_status#Source Verified#Verified,0
64edff06422709a28eaef76c,2023-08-29T14:21:57.666Z,2,1015,1015,modify_value_categorical,Education#Prefrences_acceptable_values:Some-college,0
64edff24422709a28eaef76e,2023-08-29T14:22:28.066Z,2,1015,1015,modify_value_categorical,Education#Prefrences_acceptable_values:Masters,0
64edff26422709a28eaef770,2023-08-29T14:22:29.789Z,2,1015,1015,modify_value_categorical,Education#Prefrences_acceptable_values:Some-college,0
64edff32422709a28eaef772,2023-08-29T14:22:41.879Z,2,1015,1015,modify_value_categorical,Education#Prefrences_acceptable_values:Some-college,0
64edff33422709a28eaef774,2023-08-29T14:22:42.822Z,2,1015,1015,modify_value_categorical,Education#Prefrences_acceptable_values:Masters,0
64edff50422709a28eaef776,2023-08-29T14:23:12.050Z,2,1015,1015,interface_2,resubmit_loan_plan,0
64edff8c422709a28eaef778,2023-08-29T14:24:11.921Z,2,1015,1015,smily_interaction,#occupation#Prof-specialty#Exec-managerial#workclass#Self-emp-not-inc#Federal-gov#hardship_flag#N#Y#smily_value#4,0
64edff95422709a28eaef77a,2023-08-29T14:24:21.006Z,2,1015,1015,smily_interaction,#hours_per_week#50#61#occupation#Prof-specialty#Exec-managerial#workclass#Self-emp-not-inc#Federal-gov#hardship_flag#N#Y#smily_value#4,0
64edff9a422709a28eaef77c,2023-08-29T14:24:26.076Z,2,1015,1015,modify_plan_button,#CLICKED#hours_per_week#50#61#occupation#Prof-specialty#Exec-managerial#workclass#Self-emp-not-inc#Federal-gov#hardship_flag#N#Y,0
64edffab422709a28eaef77e,2023-08-29T14:24:42.850Z,2,1015,1015,interface_2,resubmit_loan_plan,0
64edfffd422709a28eaef780,2023-08-29T14:26:04.965Z,2,1015,1015,smily_interaction,#education#Bachelors#Prof-school#occupation#Prof-specialty#Exec-managerial#workclass#Self-emp-not-inc#Federal-gov#hardship_flag#N#Y#smily_value#3,0
64ee009f422709a28eaef782,2023-08-29T14:28:47.182Z,2,1015,1015,smily_interaction,#education#Bachelors#Prof-school#occupation#Prof-specialty#Exec-managerial#workclass#Self-emp-not-inc#Federal-gov#hardship_flag#N#Y#num_actv_bc_tl#4#21#smily_value#5,0
64ee009f422709a28eaef78x,2023-08-29T14:28:50.182Z,2,1015,1015,keep_plan_button,MANUALLY ADDED BECAUSE OF A BUG,0
64ef3907422709a28eaef78a,2023-08-30T12:41:44.512Z,1,1016,1016,session_started,"""clicked#1016""",0
64ef3982422709a28eaef78c,2023-08-30T12:43:50.205Z,1,1016,1016,request_plans_button,clicked,0
64ef39ef422709a28eaef78e,2023-08-30T12:45:39.474Z,1,1016,1016,smily_interaction#1,@education#Bachelors#Prof-school@occupation#Prof-specialty#Exec-managerial@workclass#Self-emp-not-inc#Federal-gov@hardship_flag#N#Y,0
64ef39f7422709a28eaef790,2023-08-30T12:45:47.386Z,1,1016,1016,level_of_difficulty,education#2,0
64ef3a03422709a28eaef792,2023-08-30T12:45:59.529Z,1,1016,1016,change_acceptable_values,education#Bachelors,0
64ef3a15422709a28eaef794,2023-08-30T12:46:16.949Z,1,1016,1016,change_acceptable_values,occupation#Prof-specialty,0
64ef3a16422709a28eaef796,2023-08-30T12:46:18.774Z,1,1016,1016,change_acceptable_values,"occupation#Prof-specialty,Exec-managerial",0
64ef3a29422709a28eaef798,2023-08-30T12:46:37.259Z,1,1016,1016,level_of_difficulty,occupation#4,0
64ef3a32422709a28eaef79a,2023-08-30T12:46:45.895Z,1,1016,1016,level_of_difficulty,workclass#1,0
64ef3a3a422709a28eaef79c,2023-08-30T12:46:54.042Z,1,1016,1016,change_acceptable_values,workclass#Self-emp-inc,0
64ef3a3a422709a28eaef79e,2023-08-30T12:46:54.355Z,1,1016,1016,change_acceptable_values,"workclass#Self-emp-inc,Self-emp-not-inc",0
64ef3a4f422709a28eaef7a0,2023-08-30T12:47:15.601Z,1,1016,1016,propose_new_plan_btn,@education#Bachelors#Prof-school@occupation#Prof-specialty#Exec-managerial@workclass#Self-emp-not-inc#Federal-gov@hardship_flag#N#Y@overalSatisfication1,0
64ef3af5422709a28eaef7a2,2023-08-30T12:50:01.858Z,1,1016,1016,smily_interaction#2,@capital_gain#0#2965.231155778895@hours_per_week#50#61@occupation#Prof-specialty#Exec-managerial@hardship_flag#N#Y,0
64ef3b2d422709a28eaef7a4,2023-08-30T12:50:57.617Z,1,1016,1016,level_of_difficulty,hours_per_week#1,0
64ef3b33422709a28eaef7a6,2023-08-30T12:51:03.522Z,1,1016,1016,change_min_and_max_value,hours_per_week#max_value#5,0
64ef3b33422709a28eaef7a8,2023-08-30T12:51:03.745Z,1,1016,1016,change_min_and_max_value,hours_per_week#max_value#55,0
64ef3b40422709a28eaef7aa,2023-08-30T12:51:16.315Z,1,1016,1016,level_of_difficulty,occupation#5,0
64ef3b43422709a28eaef7ac,2023-08-30T12:51:19.071Z,1,1016,1016,level_of_difficulty,occupation#4,0
64ef3b47422709a28eaef7ae,2023-08-30T12:51:23.300Z,1,1016,1016,level_of_difficulty,hardship_flag#1,0
64ef3b6e422709a28eaef7b0,2023-08-30T12:52:02.831Z,1,1016,1016,propose_new_plan_btn,@capital_gain#0#2965.231155778895@hours_per_week#50#61@occupation#Prof-specialty#Exec-managerial@hardship_flag#N#Y@overalSatisfication2,0
64ef3b81422709a28eaef7b2,2023-08-30T12:52:21.774Z,1,1016,1016,smily_interaction#2,@capital_gain#0#2965.231155778895@occupation#Prof-specialty#Exec-managerial@workclass#Self-emp-not-inc#Self-emp-inc@hardship_flag#N#Y,0
64ef3b89422709a28eaef7b4,2023-08-30T12:52:29.014Z,1,1016,1016,level_of_difficulty,workclass#5,0
64ef3b93422709a28eaef7b6,2023-08-30T12:52:39.382Z,1,1016,1016,level_of_difficulty,occupation#4,0
64ef3b9e422709a28eaef7b8,2023-08-30T12:52:50.220Z,1,1016,1016,level_of_difficulty,capital_gain#3,0
64ef3b9f422709a28eaef7ba,2023-08-30T12:52:51.576Z,1,1016,1016,level_of_difficulty,capital_gain#2,0
64ef3ba0422709a28eaef7bc,2023-08-30T12:52:52.185Z,1,1016,1016,level_of_difficulty,capital_gain#3,0
64ef3ba2422709a28eaef7be,2023-08-30T12:52:54.086Z,1,1016,1016,level_of_difficulty,capital_gain#2,0
64ef3ba3422709a28eaef7c0,2023-08-30T12:52:55.859Z,1,1016,1016,level_of_difficulty,occupation#1,0
64ef3ba5422709a28eaef7c2,2023-08-30T12:52:57.874Z,1,1016,1016,level_of_difficulty,occupation#4,0
64ef3bae422709a28eaef7c4,2023-08-30T12:53:06.068Z,1,1016,1016,level_of_difficulty,capital_gain#5,0
64ef3bb2422709a28eaef7c6,2023-08-30T12:53:10.141Z,1,1016,1016,change_min_and_max_value,capital_gain#max_value#8,0
64ef3bb2422709a28eaef7c8,2023-08-30T12:53:10.304Z,1,1016,1016,change_min_and_max_value,capital_gain#max_value#80,0
64ef3bb2422709a28eaef7ca,2023-08-30T12:53:10.519Z,1,1016,1016,change_min_and_max_value,capital_gain#max_value#800,0
64ef3bb2422709a28eaef7cc,2023-08-30T12:53:10.719Z,1,1016,1016,change_min_and_max_value,capital_gain#max_value#8000,0
64ef3bb2422709a28eaef7ce,2023-08-30T12:53:10.917Z,1,1016,1016,change_min_and_max_value,capital_gain#max_value#80000,0
64ef3bb4422709a28eaef7d0,2023-08-30T12:53:12.435Z,1,1016,1016,change_min_and_max_value,capital_gain#max_value#80001,0
64ef3bbf422709a28eaef7d2,2023-08-30T12:53:22.909Z,1,1016,1016,change_min_and_max_value,capital_gain#max_value#8000,0
64ef3bbf422709a28eaef7d4,2023-08-30T12:53:23.579Z,1,1016,1016,change_min_and_max_value,capital_gain#max_value#80000,0
64ef3bc4422709a28eaef7d6,2023-08-30T12:53:28.111Z,1,1016,1016,change_min_and_max_value,capital_gain#max_value#85000,0
64ef3bc7422709a28eaef7d8,2023-08-30T12:53:31.452Z,1,1016,1016,propose_new_plan_btn,@capital_gain#0#2965.231155778895@occupation#Prof-specialty#Exec-managerial@workclass#Self-emp-not-inc#Self-emp-inc@hardship_flag#N#Y@overalSatisfication2,0
64ef3c15422709a28eaef7da,2023-08-30T12:54:49.477Z,1,1016,1016,smily_interaction#2,@capital_gain#0#2965.231155778895@hours_per_week#50#55@occupation#Prof-specialty#Exec-managerial@workclass#Self-emp-not-inc#Self-emp-inc@acc_now_delinq#0#2@application_type#Individual#Joint App@hardship_flag#N#Y@term#60 months#36 months,0
64ef3c1e422709a28eaef7dc,2023-08-30T12:54:58.309Z,1,1016,1016,level_of_difficulty,workclass#5,0
64ef3c20422709a28eaef7de,2023-08-30T12:55:00.811Z,1,1016,1016,level_of_difficulty,occupation#4,0
64ef3c29422709a28eaef7e0,2023-08-30T12:55:09.405Z,1,1016,1016,level_of_difficulty,application_type#1,0
64ef3c2b422709a28eaef7e2,2023-08-30T12:55:11.898Z,1,1016,1016,change_acceptable_values,application_type#Individual,0
64ef3c30422709a28eaef7e4,2023-08-30T12:55:16.495Z,1,1016,1016,level_of_difficulty,hardship_flag#5,0
64ef3c44422709a28eaef7e6,2023-08-30T12:55:36.837Z,1,1016,1016,level_of_difficulty,term#2,0
64ef3c48422709a28eaef7e8,2023-08-30T12:55:40.094Z,1,1016,1016,propose_new_plan_btn,@capital_gain#0#2965.231155778895@hours_per_week#50#55@occupation#Prof-specialty#Exec-managerial@workclass#Self-emp-not-inc#Self-emp-inc@acc_now_delinq#0#2@application_type#Individual#Joint App@hardship_flag#N#Y@term#60 months#36 months@overalSatisfication2,0
64ef3c50422709a28eaef7ea,2023-08-30T12:55:47.969Z,1,1016,1016,smily_interaction#4,@hours_per_week#50#55@occupation#Prof-specialty#Exec-managerial@workclass#Self-emp-not-inc#Self-emp-inc@hardship_flag#N#Y,0
64ef3c57422709a28eaef7ec,2023-08-30T12:55:55.377Z,1,1016,1016,keep_plan_button,@hours_per_week#50#55@occupation#Prof-specialty#Exec-managerial@workclass#Self-emp-not-inc#Self-emp-inc@hardship_flag#N#Y,0
64ef411f422709a28eaef7ee,2023-08-30T13:16:19.718Z,2,1016,1016,session_started,"""clicked#1016""",0
64ef412b422709a28eaef7f0,2023-08-30T13:16:31.161Z,2,1016,1016,request_plans_button,clicked,0
64ef4165422709a28eaef7f2,2023-08-30T13:17:29.544Z,2,1016,1016,smily_interaction,#education#Assoc-voc#Prof-school#occupation#Prof-specialty#Exec-managerial#workclass#Private#Federal-gov#hardship_flag#N#Y#smily_value#1,0
64ef418e422709a28eaef7f4,2023-08-30T13:18:10.095Z,2,1016,1016,smily_interaction,#education#Assoc-voc#Prof-school#occupation#Prof-specialty#Exec-managerial#workclass#Private#Federal-gov#application_type#Individual#Joint App#hardship_flag#N#Y#smily_value#1,0
64ef41a0422709a28eaef7f6,2023-08-30T13:18:28.450Z,2,1016,1016,smily_interaction,#education#Assoc-voc#Prof-school#hours_per_week#40#51#occupation#Prof-specialty#Exec-managerial#workclass#Private#Federal-gov#hardship_flag#N#Y#smily_value#1,0
64ef41ac422709a28eaef7f8,2023-08-30T13:18:40.445Z,2,1016,1016,smily_interaction,#education#Assoc-voc#Prof-school#hours_per_week#40#51#occupation#Prof-specialty#Exec-managerial#workclass#Private#Federal-gov#application_type#Individual#Joint App#hardship_flag#N#Y#smily_value#1,0
64ef41cc422709a28eaef7fa,2023-08-30T13:19:11.925Z,2,1016,1016,smily_interaction,#education#Assoc-voc#Prof-school#occupation#Prof-specialty#Exec-managerial#workclass#Private#Federal-gov#annual_inc#89000#280305.5888605267#hardship_flag#N#Y#smily_value#1,0
64ef41d5422709a28eaef7fc,2023-08-30T13:19:21.097Z,2,1016,1016,modify_plan_button,#CLICKED#education#Assoc-voc#Prof-school#occupation#Prof-specialty#Exec-managerial#workclass#Private#Federal-gov#hardship_flag#N#Y,0
64ef4211422709a28eaef7fe,2023-08-30T13:20:21.540Z,2,1016,1016,modify_value_numerical,Hours per week#original_value:40#Prefrences_value:44,0
64ef4211422709a28eaef800,2023-08-30T13:20:21.836Z,2,1016,1016,modify_value_numerical,Hours per week#original_value:40#Prefrences_value:45,0
64ef4212422709a28eaef802,2023-08-30T13:20:22.003Z,2,1016,1016,modify_value_numerical,Hours per week#original_value:40#Prefrences_value:46,0
64ef4212422709a28eaef804,2023-08-30T13:20:22.282Z,2,1016,1016,modify_value_numerical,Hours per week#original_value:40#Prefrences_value:45,0
64ef4212422709a28eaef806,2023-08-30T13:20:22.822Z,2,1016,1016,modify_value_numerical,Hours per week#original_value:40#Prefrences_value:44,0
64ef421e422709a28eaef808,2023-08-30T13:20:34.540Z,2,1016,1016,modify_value_categorical,Employment Years#Prefrences_acceptable_values:10+ years,0
64ef423f422709a28eaef80a,2023-08-30T13:21:07.346Z,2,1016,1016,modify_value_numerical,Loan Amount#original_value:21775#Prefrences_value:21559,0
64ef423f422709a28eaef80e,2023-08-30T13:21:07.415Z,2,1016,1016,modify_value_numerical,Loan Amount#original_value:21775#Prefrences_value:21270,0
64ef423f422709a28eaef810,2023-08-30T13:21:07.441Z,2,1016,1016,modify_value_numerical,Loan Amount#original_value:21775#Prefrences_value:21126,0
64ef423f422709a28eaef814,2023-08-30T13:21:07.491Z,2,1016,1016,modify_value_numerical,Loan Amount#original_value:21775#Prefrences_value:20837,0
64ef423f422709a28eaef816,2023-08-30T13:21:07.520Z,2,1016,1016,modify_value_numerical,Loan Amount#original_value:21775#Prefrences_value:20693,0
64ef423f422709a28eaef80c,2023-08-30T13:21:07.366Z,2,1016,1016,modify_value_numerical,Loan Amount#original_value:21775#Prefrences_value:21415,0
64ef423f422709a28eaef81a,2023-08-30T13:21:07.601Z,2,1016,1016,modify_value_numerical,Loan Amount#original_value:21775#Prefrences_value:20404,0
64ef423f422709a28eaef812,2023-08-30T13:21:07.466Z,2,1016,1016,modify_value_numerical,Loan Amount#original_value:21775#Prefrences_value:20981,0
64ef423f422709a28eaef81c,2023-08-30T13:21:07.632Z,2,1016,1016,modify_value_numerical,Loan Amount#original_value:21775#Prefrences_value:20259,0
64ef423f422709a28eaef81e,2023-08-30T13:21:07.701Z,2,1016,1016,modify_value_numerical,Loan Amount#original_value:21775#Prefrences_value:20115,0
64ef423f422709a28eaef820,2023-08-30T13:21:07.741Z,2,1016,1016,modify_value_numerical,Loan Amount#original_value:21775#Prefrences_value:19970,0
